dt,Head.x,Head.y,Head.z,LeftHand.x,LeftHand.y,LeftHand.z,RightHand.x,RightHand.y,RightHand.z,LeftShoulder.x,LeftShoulder.y,LeftShoulder.z,RightShoulder.x,RightShoulder.y,RightShoulder.z,Waist.x,Waist.y,Waist.z,LeftKnee.x,LeftKnee.y,LeftKnee.z,RightKnee.x,RightKnee.y,RightKnee.z,LeftFoot.x,LeftFoot.y,LeftFoot.z,RightFoot.x,RightFoot.y,RightFoot.z
0.0111014,0,0,0,-0.3573175,1.419286,0.08665153,0.1839457,1.431306,0.16122,0.1266122,1.419444,-0.04882947,-0.04702586,0.8905796,0.04750062,-0.2585441,1.405747,-0.05004733,-0.1767865,0.5028157,-0.02302983,0.04723513,0.5099416,0.03277763,-0.2250816,0.05175126,-0.01438761,0.1315666,0.04684293,0.03996371
0.0111947,0,0,0,-0.3569561,1.41924,0.08679824,0.1847948,1.431309,0.1613787,0.1276249,1.419413,-0.04838035,-0.04638398,0.8903767,0.04806464,-0.256942,1.406039,-0.04948698,-0.1767113,0.5029327,-0.02246225,0.04687744,0.50981,0.03333579,-0.2250668,0.05182326,-0.01436359,0.1315221,0.0468874,0.03997113
0.0109171,0,0,0,-0.3566828,1.419393,0.08679857,0.1856596,1.431098,0.1618345,0.1289148,1.419475,-0.04774498,-0.04581392,0.8901922,0.04855242,-0.2559937,1.406318,-0.04927861,-0.1763207,0.5033056,-0.02179202,0.04665995,0.5100671,0.03391736,-0.2250962,0.05176747,-0.01432262,0.1313764,0.0469439,0.03993588
0.0111437,0,0,0,-0.3565159,1.41966,0.08724683,0.1863721,1.431422,0.1619321,0.1298844,1.419453,-0.04729196,-0.04523879,0.8899972,0.04897973,-0.2559536,1.406584,-0.04942131,-0.1761695,0.5033163,-0.02132311,0.04667383,0.510051,0.03454572,-0.2252553,0.05171335,-0.01422007,0.1313096,0.04692471,0.0399913
0.0111946,0,0,0,-0.3565303,1.419978,0.08749785,0.187425,1.431625,0.1625101,0.1304598,1.41917,-0.04743619,-0.04465795,0.8897753,0.04934606,-0.2551069,1.40689,-0.04924623,-0.1758627,0.5032879,-0.02099245,0.04688752,0.5099381,0.03525971,-0.225243,0.05140138,-0.0141984,0.1313604,0.04668808,0.04006527
0.0111657,0,0,0,-0.3564195,1.420346,0.08774928,0.1888915,1.431312,0.1635302,0.1314049,1.419193,-0.04683376,-0.04406124,0.8895229,0.04963401,-0.2541679,1.40801,-0.04860521,-0.175454,0.5033047,-0.02081805,0.04745346,0.509704,0.03585929,-0.2252706,0.05110633,-0.01411246,0.1313584,0.04655683,0.04006358
0.0109898,0,0,0,-0.3567302,1.420805,0.08786362,0.1898862,1.43134,0.1639378,0.1322704,1.419137,-0.04641011,-0.04347122,0.8892469,0.04991984,-0.253414,1.408386,-0.04839741,-0.1750647,0.5034628,-0.0205957,0.04808098,0.5096754,0.03644602,-0.225272,0.05109394,-0.01408008,0.1314362,0.04656589,0.0400683
0.011469,0,0,0,-0.3568847,1.420887,0.08781067,0.1906037,1.431242,0.1640577,0.1330103,1.418837,-0.04573755,-0.04282874,0.8888962,0.05008018,-0.2506719,1.406157,-0.04956114,-0.1746452,0.5036939,-0.02043757,0.04849684,0.5097528,0.03690835,-0.2253444,0.05087149,-0.01412222,0.1312904,0.04655731,0.03997038
0.0108448,0,0,0,-0.356747,1.421488,0.08772282,0.1914019,1.431229,0.1644072,0.1337373,1.41877,-0.0452196,-0.04213095,0.8885142,0.05018599,-0.252574,1.407156,-0.04890972,-0.1743729,0.5035409,-0.02028958,0.04921299,0.5097787,0.03726682,-0.2253724,0.0508343,-0.01409981,0.1313549,0.04657483,0.03997902
0.0113894,0,0,0,-0.3564509,1.421784,0.0875605,0.1926084,1.430831,0.1645224,0.1346115,1.418774,-0.04473063,-0.04136401,0.8881626,0.05023655,-0.2491304,1.405861,-0.04858422,-0.1739584,0.5033768,-0.020465,0.04935914,0.5094358,0.03734511,-0.2252682,0.05063486,-0.01413807,0.1313513,0.04608369,0.03984797
0.0121653,0,0,0,-0.355983,1.422246,0.0871697,0.1928295,1.431172,0.1644938,0.1352451,1.418767,-0.04413348,-0.04060513,0.8878509,0.0503119,-0.2484859,1.405913,-0.0484878,-0.1734061,0.5033039,-0.02053819,0.04996228,0.5094328,0.03748692,-0.2253191,0.05054712,-0.01408816,0.131427,0.04604709,0.03981182
0.0110281,0,0,0,-0.3556183,1.422633,0.0868034,0.1932891,1.431132,0.1647128,0.1274082,1.413544,-0.0475692,-0.03978086,0.887576,0.05026077,-0.2478335,1.40592,-0.04827756,-0.1730835,0.5030175,-0.02071606,0.05027527,0.5092074,0.03779377,-0.2254893,0.05048382,-0.01435974,0.1314042,0.04573357,0.03971321
0.009671,0,0,0,-0.3547977,1.422901,0.08627447,0.1936905,1.431367,0.1651254,0.1276842,1.413348,-0.04710122,-0.03933066,0.8876789,0.05025526,-0.2482077,1.406862,-0.04688633,-0.1726474,0.5030112,-0.02068944,0.05066389,0.5091686,0.03785602,-0.2255933,0.05036819,-0.01434585,0.1314403,0.04567802,0.03969522
0.0116081,0,0,0,-0.3539224,1.423136,0.0856454,0.1938614,1.431648,0.1651778,0.1302052,1.414315,-0.04603884,-0.0393458,0.8883212,0.05003523,-0.2476539,1.406889,-0.04645848,-0.1722506,0.5031044,-0.02066416,0.05098391,0.509298,0.03783651,-0.2256449,0.05024409,-0.0142665,0.1310721,0.0452826,0.03972508
0.0107107,0,0,0,-0.3530962,1.423184,0.08534273,0.1936997,1.431225,0.1656151,0.1249844,1.410704,-0.04808373,-0.03861266,0.8880266,0.04986221,-0.2470567,1.405743,-0.04692946,-0.1720414,0.5034415,-0.0205482,0.05112529,0.5091734,0.0380099,-0.225547,0.05017233,-0.01425133,0.1310075,0.04522729,0.03976102
0.0129804,0,0,0,-0.3520581,1.423293,0.08515392,0.1937029,1.431292,0.1658472,0.1251045,1.410439,-0.04769511,-0.0379203,0.8877028,0.04962426,-0.2466035,1.405654,-0.04652721,-0.1718892,0.5035882,-0.02036526,0.05131662,0.5091836,0.03812642,-0.2256074,0.05010223,-0.01425873,0.1309636,0.04514861,0.03975745
0.0093962,0,0,0,-0.3509845,1.423411,0.08475486,0.1935883,1.430794,0.1660432,0.1251836,1.410186,-0.04730868,-0.03725666,0.8873916,0.04937304,-0.2434731,1.404471,-0.04593886,-0.1717885,0.503561,-0.0200676,0.05147994,0.5092613,0.03837106,-0.2255737,0.05024254,-0.01441085,0.1310115,0.0452702,0.03963564
0.0107978,0,0,0,-0.3500552,1.423529,0.08480093,0.1936644,1.430932,0.1659255,0.1314632,1.414513,-0.0439094,-0.03668153,0.887065,0.04900045,-0.2440499,1.404656,-0.04513564,-0.1716309,0.5036638,-0.01963636,0.05158824,0.5093039,0.03850868,-0.225578,0.05020237,-0.01441406,0.1310017,0.04523981,0.03960764
0.0112281,0,0,0,-0.3495353,1.423707,0.08491535,0.1939473,1.431253,0.1662536,0.1338652,1.415691,-0.04273175,-0.03614253,0.8867191,0.04853809,-0.2420009,1.403887,-0.04422425,-0.1714916,0.5038455,-0.01913487,0.05190545,0.5093651,0.03852666,-0.2255845,0.05032587,-0.0144145,0.1310652,0.04522145,0.03962846
0.0111949,0,0,0,-0.3489906,1.423705,0.0851009,0.1937475,1.431215,0.1663018,0.1341636,1.415684,-0.042211,-0.03559601,0.8863553,0.04806246,-0.240724,1.403366,-0.04391927,-0.1712343,0.5042864,-0.01827827,0.05205125,0.5096657,0.03864245,-0.2255266,0.05039239,-0.01449917,0.131051,0.04519236,0.03961034
0.0109118,0,0,0,-0.3484967,1.42385,0.08504855,0.1934069,1.431352,0.1661682,0.1359847,1.416994,-0.04056298,-0.03511649,0.8859424,0.04740048,-0.2401965,1.403189,-0.04330445,-0.1708918,0.5045429,-0.01761355,0.05204642,0.5098258,0.03889673,-0.2255258,0.05073893,-0.01450641,0.1310912,0.04532373,0.03953788
0.0111214,0,0,0,-0.3482313,1.423705,0.08537697,0.1928592,1.430898,0.1666318,0.136254,1.417047,-0.03986154,-0.03469282,0.8854718,0.04663564,-0.2389068,1.40245,-0.04281307,-0.1708065,0.5052496,-0.01591408,0.05224305,0.5101783,0.03926101,-0.2254581,0.05084729,-0.01460095,0.1310814,0.04530799,0.03950293
0.0113665,0,0,0,-0.3482862,1.42364,0.08549906,0.1924456,1.430743,0.1669467,0.1368656,1.417315,-0.03871652,-0.03430277,0.8849251,0.04570678,-0.2383923,1.402192,-0.04217466,-0.1707503,0.5059056,-0.01391087,0.05208427,0.5103793,0.04003283,-0.2253788,0.05109107,-0.01453075,0.1313514,0.0456109,0.03938112
0.0109322,0,0,0,-0.348145,1.423384,0.0858621,0.1918339,1.430426,0.1674925,0.132979,1.414233,-0.03891774,-0.0339269,0.8843265,0.04466255,-0.2373654,1.40147,-0.04150941,-0.171024,0.506129,-0.01181088,0.05201548,0.5106041,0.04067213,-0.2253352,0.05144656,-0.01452598,0.1314359,0.04579639,0.03929086
0.0109558,0,0,0,-0.348591,1.422837,0.08646714,0.1921824,1.430238,0.1680841,0.1329828,1.41404,-0.03796356,-0.0335446,0.8836662,0.04347451,-0.2369238,1.401124,-0.04078395,-0.171133,0.506543,-0.00934764,0.05189419,0.5108149,0.04170074,-0.2253255,0.0515449,-0.01453187,0.1314718,0.04584086,0.03926363
0.0114057,0,0,0,-0.3494157,1.422126,0.08709329,0.1918079,1.430004,0.1689158,0.1323949,1.413866,-0.03779171,-0.03316063,0.8829908,0.04227801,-0.2389324,1.40324,-0.03942382,-0.1712228,0.5066762,-0.006635226,0.05170268,0.5112904,0.04282718,-0.225112,0.05159819,-0.01438197,0.1314721,0.04598093,0.03938511
0.0111122,0,0,0,-0.34976,1.421337,0.08768842,0.1913344,1.429418,0.1698338,0.1323057,1.413574,-0.03676425,-0.03280729,0.8821991,0.04079788,-0.2391027,1.402095,-0.03906683,-0.171437,0.5070596,-0.003588654,0.05153257,0.5117345,0.04411118,-0.2249278,0.05159879,-0.01430908,0.1314837,0.04605436,0.03937792
0.0108496,0,0,0,-0.3499819,1.421191,0.08834445,0.1909893,1.428814,0.1706303,0.1281528,1.410732,-0.0376073,-0.03244001,0.8813604,0.03930181,-0.2387938,1.40157,-0.03819739,-0.1713173,0.5078,-0.0005533844,0.05140024,0.5122159,0.04566081,-0.2248454,0.05167198,-0.01425242,0.1316658,0.04653752,0.0393147
0.0111703,0,0,0,-0.3506547,1.419749,0.08948771,0.1908165,1.427846,0.1711867,0.1278409,1.410074,-0.03648652,-0.03210914,0.8802733,0.03748075,-0.2409274,1.402422,-0.03707851,-0.1713889,0.5082335,0.003065296,0.05105084,0.5126935,0.04769839,-0.2247732,0.05177295,-0.0142156,0.1317249,0.04665005,0.0392531
0.0111268,0,0,0,-0.351239,1.418251,0.09000424,0.1905821,1.426695,0.1722786,0.1273779,1.409076,-0.03525583,-0.03179353,0.8787916,0.03523277,-0.2407832,1.40152,-0.03595787,-0.171904,0.508871,0.007082067,0.05035639,0.5129273,0.05007029,-0.2246956,0.05189681,-0.01414069,0.1318222,0.04698551,0.0392281
0.011128,0,0,0,-0.3516741,1.416667,0.09097092,0.1902985,1.424908,0.1734753,0.1269669,1.408,-0.03395394,-0.03144962,0.8773509,0.0330628,-0.2402839,1.401443,-0.03434075,-0.1722028,0.5091864,0.01110096,0.04977947,0.5131029,0.05286173,-0.2246281,0.05188656,-0.01425878,0.1318613,0.04714465,0.03921108
0.0111572,0,0,0,-0.3524339,1.414761,0.09217804,0.1901729,1.423179,0.1748105,0.1312537,1.409374,-0.03088978,-0.03105438,0.8753791,0.03038779,-0.2401851,1.399865,-0.03289466,-0.1731992,0.5095565,0.01646472,0.04907048,0.5130146,0.05722013,-0.224668,0.05194831,-0.01428275,0.1316275,0.04713452,0.03932702
0.0111878,0,0,0,-0.3529223,1.412859,0.093249,0.1905902,1.421968,0.1759081,0.1310187,1.40799,-0.02946567,-0.03060693,0.8733168,0.02772169,-0.2400205,1.398649,-0.03161132,-0.1738392,0.5098882,0.02097363,0.0486598,0.5130527,0.06017683,-0.2246832,0.05191946,-0.01416719,0.1315244,0.04723537,0.03942379
0.0124756,0,0,0,-0.3535722,1.409781,0.09470155,0.1904348,1.419539,0.1773538,0.1320269,1.407589,-0.02700315,-0.03008091,0.8705311,0.02455215,-0.2399857,1.395849,-0.03000995,-0.1755346,0.510011,0.02696721,0.04862267,0.512687,0.06516808,-0.2246788,0.05193019,-0.01411171,0.13139,0.04722893,0.03954134
0.0096953,0,0,0,-0.3540998,1.407147,0.09584323,0.1902145,1.416502,0.1787223,0.1317638,1.40551,-0.025334,-0.02913338,0.8697935,0.01974113,-0.2398302,1.393049,-0.028292,-0.1768845,0.5098772,0.03228534,0.04866141,0.5123284,0.0696141,-0.2245879,0.05188036,-0.01384933,0.13147,0.04735518,0.0395691
0.0109427,0,0,0,-0.3545033,1.403686,0.09714919,0.1900669,1.413697,0.1799942,0.1329381,1.403694,-0.0220455,-0.02862912,0.8660793,0.01604919,-0.2396774,1.390166,-0.02662371,-0.1785997,0.5094388,0.03760084,0.0489648,0.512108,0.07402184,-0.2246322,0.05191159,-0.01377749,0.1315119,0.04745221,0.03965206
0.0111131,0,0,0,-0.3549105,1.400346,0.09839335,0.1895049,1.410352,0.1804422,0.1347464,1.401345,-0.01796032,-0.02811378,0.8616785,0.01221716,-0.2406688,1.386535,-0.02371261,-0.179885,0.5090489,0.04266889,0.04941607,0.5119371,0.07862414,-0.2247245,0.05192792,-0.013707,0.1317657,0.047508,0.03954896
0.0115566,0,0,0,-0.3550835,1.395996,0.09952503,0.1887366,1.406091,0.1821016,0.1345397,1.397204,-0.01575377,-0.02759689,0.8572049,0.008531339,-0.2409954,1.380915,-0.02272046,-0.1815755,0.5086129,0.04782264,0.04995006,0.5113577,0.08344112,-0.2247632,0.0519067,-0.01362415,0.1316875,0.04757202,0.03964882
0.0105887,0,0,0,-0.3550841,1.390665,0.1005068,0.1884972,1.402009,0.1832538,0.1351926,1.392759,-0.012595,-0.02709544,0.8516263,0.004713029,-0.2409068,1.375602,-0.02088033,-0.1833724,0.507815,0.05326437,0.05076975,0.5100807,0.08824004,-0.2253146,0.05169725,-0.01406991,0.131407,0.04748309,0.03995394
0.0110996,0,0,0,-0.3548761,1.386033,0.1012907,0.1878578,1.396966,0.1842639,0.1350564,1.387457,-0.01024843,-0.02669275,0.8454738,0.0008867905,-0.2390507,1.370031,-0.01780869,-0.1858939,0.5067208,0.05831481,0.05159205,0.5090158,0.09294368,-0.2255803,0.05149138,-0.0139611,0.1313375,0.04747176,0.04005255
0.0115422,0,0,0,-0.3545319,1.38014,0.1020693,0.1873105,1.390489,0.185248,0.1354797,1.381761,-0.007730007,-0.02640027,0.838747,-0.003030561,-0.2389051,1.363547,-0.01581761,-0.1879216,0.5054729,0.06306498,0.05279195,0.5080976,0.09738526,-0.2254422,0.05136085,-0.01369806,0.1312801,0.04750443,0.0402544
0.0110158,0,0,0,-0.3540366,1.374485,0.1027508,0.1868036,1.384769,0.1862581,0.1353905,1.376017,-0.005392365,-0.026151,0.8321613,-0.006805927,-0.2374427,1.355959,-0.0142946,-0.1907468,0.5038059,0.06767502,0.0536772,0.5069757,0.1016928,-0.2255564,0.05130303,-0.01366886,0.1314651,0.04744589,0.04035411
0.0107491,0,0,0,-0.3533081,1.367131,0.1032656,0.1860514,1.377882,0.1872344,0.135871,1.36976,-0.002948448,-0.02605724,0.8247883,-0.01057784,-0.2373539,1.348781,-0.01249149,-0.1931785,0.502472,0.07176299,0.05448806,0.5063077,0.1053497,-0.2257609,0.05125487,-0.01378027,0.1317359,0.04752553,0.04026834
0.0111348,0,0,0,-0.3529178,1.360057,0.1036996,0.1851696,1.370239,0.188634,0.1365311,1.363549,1.031905E-05,-0.02596915,0.81727,-0.01437158,-0.2379224,1.342251,-0.01182087,-0.1958839,0.501181,0.07589726,0.05563349,0.5047528,0.1105526,-0.2260606,0.05111456,-0.01399799,0.1320955,0.04763091,0.04024181
0.0111327,0,0,0,-0.3523347,1.353126,0.1044666,0.1844742,1.363197,0.1898192,0.1360957,1.3559,0.002602354,-0.02584738,0.8097545,-0.01832502,-0.2378408,1.334835,-0.01011796,-0.1981537,0.5000342,0.0798264,0.05683118,0.5033975,0.1151454,-0.2263562,0.05105627,-0.01405066,0.1323696,0.0477165,0.04032044
0.0111851,0,0,0,-0.3519402,1.345341,0.1053596,0.1837078,1.355167,0.1911912,0.1368374,1.350049,0.005652048,-0.02567357,0.8024298,-0.02223682,-0.2404435,1.328013,-0.007781796,-0.1998501,0.4988843,0.08330522,0.05842721,0.5016515,0.1193091,-0.2264805,0.05091691,-0.01398804,0.1324646,0.04804003,0.04032758
0.0110907,0,0,0,-0.3509735,1.337429,0.1063013,0.1829082,1.346723,0.1928657,0.1366751,1.342363,0.008247674,-0.02549565,0.7950988,-0.02606008,-0.2375963,1.318248,-0.005270302,-0.2014689,0.4977041,0.08685017,0.05980182,0.4999839,0.1236253,-0.226656,0.05090213,-0.01404851,0.1325141,0.04809105,0.04039172
0.0110719,0,0,0,-0.3504143,1.329276,0.1075292,0.1822394,1.338174,0.1944926,0.1380742,1.334916,0.01151378,-0.02537304,0.7877012,-0.02947678,-0.2374882,1.310006,-0.003381543,-0.2024153,0.4969845,0.08950358,0.061212,0.4985044,0.1276547,-0.2266191,0.05097365,-0.01431505,0.1325002,0.04822314,0.04041777
0.0113183,0,0,0,-0.3498182,1.321298,0.1085282,0.1818582,1.330018,0.1964643,0.1381173,1.326649,0.01428236,-0.02526355,0.780365,-0.03259175,-0.236751,1.300741,-0.001005366,-0.2034836,0.4963902,0.09207489,0.06271321,0.4970775,0.1314573,-0.2264438,0.05087721,-0.01441484,0.1326051,0.04828048,0.04053153
0.0109109,0,0,0,-0.3491716,1.312414,0.109664,0.1811463,1.320388,0.1986769,0.1398093,1.318448,0.01833378,-0.02506381,0.7729499,-0.0354823,-0.236449,1.292009,0.000845626,-0.2053865,0.4956928,0.09595619,0.0638898,0.4954653,0.1351973,-0.2266073,0.05081606,-0.01449522,0.1326858,0.04806185,0.04026743
0.0111549,0,0,0,-0.3488405,1.303962,0.1105239,0.1806845,1.311412,0.2009176,0.1385786,1.307192,0.0203511,-0.02486831,0.7654397,-0.03825525,-0.2397551,1.285308,0.001585755,-0.2081312,0.4933053,0.09992989,0.06469029,0.4944409,0.1388442,-0.2264513,0.05088294,-0.0145044,0.1329291,0.04776657,0.04026689
0.0111292,0,0,0,-0.3483512,1.294944,0.1114483,0.1800168,1.301896,0.2030001,0.1386535,1.298319,0.02302649,-0.02470762,0.7577292,-0.04097068,-0.2395215,1.275939,0.003129911,-0.2103084,0.4914198,0.1032885,0.06547636,0.492906,0.1421845,-0.2263744,0.05078912,-0.0144166,0.1328295,0.04786527,0.04043021
0.0126396,0,0,0,-0.3483782,1.285858,0.1123582,0.1794403,1.292222,0.2052648,0.1387333,1.289333,0.0256043,-0.02447045,0.749823,-0.04358677,-0.2416338,1.267245,0.004928004,-0.2117118,0.4900376,0.1058405,0.06593305,0.4921603,0.1448185,-0.225957,0.05080545,-0.01446032,0.1323783,0.04731989,0.04029312
0.0099927,0,0,0,-0.3480073,1.276587,0.1132504,0.1786969,1.282568,0.2072679,0.1362509,1.277368,0.0273735,-0.024194,0.7413368,-0.04611486,-0.241376,1.256924,0.007071435,-0.2139287,0.4879671,0.1088124,0.06649232,0.4906658,0.1480643,-0.225973,0.05079627,-0.01446042,0.1323584,0.04734588,0.04025239
0.014959,0,0,0,-0.3475767,1.267174,0.1138771,0.1779895,1.272426,0.2092339,0.1371201,1.264813,0.03077655,-0.02395767,0.7304164,-0.0489858,-0.2413855,1.24438,0.009003945,-0.2160578,0.4852581,0.1128466,0.06780839,0.4883641,0.1524429,-0.2258055,0.05062866,-0.01456869,0.1326206,0.04783666,0.0403309
0.0111566,0,0,0,-0.3471773,1.258093,0.114936,0.177093,1.262957,0.211282,0.1373767,1.255662,0.03299621,-0.02407759,0.7222235,-0.05104224,-0.2418965,1.235097,0.009992551,-0.217766,0.4831326,0.1156003,0.06887978,0.4866744,0.1556961,-0.2256182,0.05097103,-0.01469628,0.1327303,0.04778004,0.04024472
0.0120113,0,0,0,-0.3465967,1.24875,0.1159386,0.1759513,1.252732,0.213464,0.1408312,1.248475,0.036545,-0.02447027,0.7136077,-0.05280811,-0.2418485,1.225126,0.01134839,-0.2187425,0.4814224,0.1186044,0.06942785,0.484694,0.1591277,-0.2255256,0.05098498,-0.01461897,0.1327853,0.0478965,0.04033411
0.0111565,0,0,0,-0.3459229,1.239503,0.1166411,0.1751751,1.243315,0.2154736,0.1419231,1.239578,0.04000736,-0.02471668,0.7058897,-0.05448768,-0.2437084,1.217359,0.0116675,-0.2213997,0.4789897,0.1205665,0.06936228,0.4838128,0.1616429,-0.2255136,0.05104887,-0.01461296,0.1326405,0.04771042,0.04059946
0.0109014,0,0,0,-0.3450924,1.230287,0.1176944,0.1745302,1.234145,0.217774,0.1423125,1.23104,0.04228091,-0.0249669,0.6984175,-0.05569553,-0.243609,1.208587,0.01277362,-0.2225134,0.4773687,0.1231687,0.06931549,0.4819664,0.1639575,-0.2255147,0.05107296,-0.01461215,0.1325188,0.04773331,0.04059689
0.0113299,0,0,0,-0.3444939,1.220907,0.1188018,0.1738169,1.224987,0.2197186,0.1440174,1.223489,0.04499072,-0.0250513,0.6912035,-0.05673609,-0.2435641,1.199739,0.01390262,-0.2226667,0.4770905,0.1260844,0.07008183,0.4805107,0.1661942,-0.2254273,0.05104315,-0.01458649,0.1322048,0.04757094,0.04050882
0.010995,0,0,0,-0.3438072,1.212083,0.1194246,0.1731288,1.215931,0.2210027,0.1444587,1.21499,0.0472891,-0.02502251,0.6839036,-0.0578109,-0.2435347,1.190959,0.01500066,-0.2240283,0.4755704,0.1283278,0.06917691,0.478905,0.1682472,-0.2254183,0.05096865,-0.01462341,0.1320689,0.04762805,0.04057327
0.0108677,0,0,0,-0.3433384,1.202812,0.1204243,0.1728552,1.207303,0.2225749,0.1411862,1.203142,0.04704412,-0.02478373,0.6768479,-0.05863912,-0.2438362,1.181377,0.01648004,-0.225237,0.4742761,0.130581,0.0690949,0.477643,0.1703062,-0.2253551,0.05098391,-0.01466346,0.1320421,0.04763973,0.04046893
0.0119957,0,0,0,-0.3424114,1.193946,0.1214395,0.1726095,1.198702,0.2241968,0.1425013,1.194488,0.04938588,-0.0245344,0.669587,-0.05954438,-0.2433576,1.172112,0.01811866,-0.2263524,0.4728678,0.1326487,0.06902409,0.4761382,0.1724621,-0.2253803,0.05084467,-0.01466835,0.1320572,0.0478785,0.04059406
0.0102191,0,0,0,-0.3416147,1.185099,0.122944,0.1727567,1.189745,0.2257884,0.1428198,1.186417,0.05125424,-0.02432698,0.6627187,-0.06037191,-0.2435446,1.163915,0.0192555,-0.2277689,0.4703581,0.1334777,0.07011706,0.474677,0.1743746,-0.2253351,0.05084586,-0.0146845,0.1320146,0.04759085,0.04066326
0.01146,0,0,0,-0.3409123,1.176329,0.1242797,0.1728287,1.181272,0.2270595,0.1431617,1.178066,0.05317986,-0.02423197,0.6556532,-0.06117985,-0.2425831,1.154557,0.02085864,-0.2282549,0.4690825,0.1353771,0.07025689,0.4733489,0.1764502,-0.2252014,0.05083632,-0.01463969,0.1319801,0.04762387,0.04075639
0.011486,0,0,0,-0.3403932,1.1676,0.1256963,0.1729758,1.173266,0.2282292,0.1417444,1.169871,0.05488386,-0.02418238,0.6487595,-0.06189585,-0.2426775,1.146534,0.02202893,-0.227638,0.4680225,0.138096,0.07017809,0.4719694,0.1782728,-0.2250671,0.0508399,-0.01454876,0.131519,0.04688275,0.04062123
