Head.x,Head.y,Head.z,LeftHand.x,LeftHand.y,LeftHand.z,RightHand.x,RightHand.y,RightHand.z,LeftShoulder.x,LeftShoulder.y,LeftShoulder.z,RightShoulder.x,RightShoulder.y,RightShoulder.z,Waist.x,Waist.y,Waist.z,LeftKnee.x,LeftKnee.y,LeftKnee.z,RightKnee.x,RightKnee.y,RightKnee.z,LeftFoot.x,LeftFoot.y,LeftFoot.z,RightFoot.x,RightFoot.y,RightFoot.z
0.0112727,0,0,0,-0.3030036,1.449735,0.07582184,0.2108108,1.446094,0.1441136,0.1682095,1.426286,-0.01555677,0,0,0,-0.2285419,1.410021,-0.0049861,-0.1881464,0.506065,-0.04108678,0.09714538,0.48911,0.0399108,-0.2909325,0.05139482,-0.01713159,0.2030067,0.04728746,0.05347664
0.0111915,0,0,0,-0.3033304,1.449129,0.07588191,0.2107732,1.446025,0.1428171,0.1670305,1.425568,-0.01682398,0,0,0,-0.228932,1.409909,-0.005061045,-0.1883457,0.5066476,-0.04003201,0.09736747,0.4891524,0.04024446,-0.2909554,0.05128169,-0.0169079,0.2029385,0.04727423,0.05349101
0.0110433,0,0,0,-0.3041098,1.44852,0.0764714,0.2112328,1.445807,0.1420164,0.1667432,1.425486,-0.01731085,0,0,0,-0.2297903,1.409801,-0.004758112,-0.1896098,0.5073811,-0.03941026,0.09754497,0.4893465,0.0408486,-0.2908974,0.05128455,-0.01668073,0.2028397,0.04728711,0.0535441
0.011381,0,0,0,-0.304563,1.447804,0.07682534,0.2113256,1.444359,0.1416464,0.1683664,1.425794,-0.01666537,0,0,0,-0.2301623,1.409671,-0.004583344,-0.1897054,0.5089328,-0.03845036,0.09758383,0.4893935,0.04098266,-0.2908965,0.05132651,-0.01668266,0.2028155,0.04721129,0.05358337
0.0123452,0,0,0,-0.3053169,1.447256,0.07746679,0.2114832,1.443919,0.1413617,0.1682395,1.42578,-0.01685232,0,0,0,-0.2310494,1.409623,-0.004462227,-0.1898749,0.5103105,-0.03706144,0.09729189,0.4894922,0.04055367,-0.2910713,0.05116141,-0.01667949,0.2026759,0.04704261,0.05358446
0.0093897,0,0,0,-0.3065435,1.44715,0.07817506,0.209814,1.446714,0.1367088,0.1681316,1.425865,-0.01658747,0,0,0,-0.231348,1.409578,-0.004328281,-0.1900723,0.5104182,-0.03559941,0.09689838,0.4890171,0.04078169,-0.2909867,0.05120397,-0.01670672,0.2026587,0.04705274,0.05348343
0.0115043,0,0,0,-0.3073685,1.446879,0.07873026,0.2100402,1.446785,0.1360878,0.1680523,1.426046,-0.01585791,0,0,0,-0.2311946,1.408622,-0.004467845,-0.1902049,0.5105793,-0.03406061,0.0966962,0.4888085,0.04007512,-0.2911251,0.05117667,-0.01671477,0.2027071,0.04706442,0.05341699
0.0107042,0,0,0,-0.3080325,1.446415,0.07967556,0.2098626,1.444941,0.1395582,0.1679116,1.424843,-0.01510615,0,0,0,-0.2314054,1.408533,-0.004343219,-0.1910015,0.5095059,-0.03246281,0.09633869,0.4885862,0.04013531,-0.2911508,0.05121911,-0.01678341,0.2028616,0.04693043,0.05340416
0.0111516,0,0,0,-0.3086642,1.446191,0.08008538,0.2099956,1.444374,0.1403721,0.167864,1.424807,-0.01438387,0,0,0,-0.2307989,1.407667,-0.004317887,-0.1920022,0.5095358,-0.03026453,0.09607011,0.4885272,0.03995564,-0.2912543,0.05114007,-0.01682974,0.2029116,0.04700446,0.05335905
0.011471,0,0,0,-0.3090718,1.445215,0.08054329,0.2104922,1.442832,0.1420166,0.1679766,1.424461,-0.01348656,0,0,0,-0.2308925,1.407334,-0.004137121,-0.1930382,0.5098013,-0.02838796,0.09595853,0.4887019,0.03983279,-0.2912341,0.05111647,-0.01681701,0.2029586,0.04701352,0.05326532
0.0106638,0,0,0,-0.3096282,1.444713,0.08129803,0.2135763,1.441327,0.1426316,0.1682259,1.424355,-0.01222619,0,0,0,-0.2308351,1.406647,-0.003761746,-0.1944838,0.5113714,-0.02585892,0.09616464,0.4889947,0.03999234,-0.2912734,0.05116904,-0.01679883,0.2030445,0.04702199,0.05355015
0.010992,0,0,0,-0.3101231,1.444111,0.08162215,0.2136064,1.44047,0.143189,0.168209,1.424107,-0.01140825,0,0,0,-0.2310216,1.406108,-0.003486723,-0.1952958,0.5135703,-0.02312814,0.09649581,0.4891092,0.04015679,-0.2912427,0.05133808,-0.01679667,0.2031624,0.04702497,0.05346712
0.0114749,0,0,0,-0.3102159,1.443186,0.08182541,0.2152339,1.438821,0.1438605,0.1677039,1.423055,-0.01070467,0,0,0,-0.2311797,1.40531,-0.002870046,-0.1965321,0.5148339,-0.02068328,0.0974192,0.4894254,0.04088149,-0.2912671,0.05133724,-0.01684307,0.2032923,0.04724407,0.05326174
0.0110784,0,0,0,-0.3101779,1.442043,0.08193556,0.21495,1.437468,0.1447107,0.1676852,1.422485,-0.00968387,0,0,0,-0.2305022,1.403984,-0.002507381,-0.1978214,0.5155443,-0.01756407,0.09881264,0.4899499,0.04179292,-0.2911341,0.05146813,-0.01674556,0.2036316,0.0474385,0.05295572
0.0107696,0,0,0,-0.3096701,1.440008,0.08179174,0.2090545,1.438,0.1401395,0.1676982,1.422607,-0.008975111,0,0,0,-0.23061,1.402818,-0.001858532,-0.1991819,0.5162278,-0.0145161,0.1000318,0.4905457,0.04353501,-0.2911375,0.05150235,-0.01683563,0.2038245,0.04775608,0.05282491
0.0115626,0,0,0,-0.3095508,1.437945,0.08180904,0.2078364,1.436576,0.1407212,0.1676466,1.421822,-0.007787339,0,0,0,-0.230153,1.401251,-0.001330353,-0.2007924,0.5168009,-0.01026323,0.1013121,0.4909598,0.04514537,-0.2911234,0.05161417,-0.01687784,0.2041373,0.04804277,0.052649
0.0106383,0,0,0,-0.3091115,1.435242,0.08151598,0.2012125,1.434342,0.141352,0.1676006,1.420914,-0.006397612,0,0,0,-0.2302489,1.399614,-0.0003641695,-0.2029756,0.5177158,-0.00562115,0.1032469,0.4918205,0.04729504,-0.290962,0.05155075,-0.01682064,0.2043956,0.04810715,0.05267287
0.0113678,0,0,0,-0.309245,1.432934,0.08163454,0.1984647,1.432223,0.1418231,0.1673314,1.419633,-0.004907601,0,0,0,-0.2305891,1.397522,0.0007853881,-0.2080047,0.5162288,-0.003338821,0.1054136,0.4923738,0.04988829,-0.2906638,0.05173862,-0.01669232,0.2047107,0.04839289,0.0524325
0.0109797,0,0,0,-0.3091797,1.429748,0.08168454,0.1967263,1.426405,0.1470728,0.1668176,1.418142,-0.003860123,0,0,0,-0.2306537,1.395456,0.001786143,-0.2104632,0.5165291,0.0009033978,0.1075675,0.4927766,0.05334438,-0.2905427,0.05182028,-0.01658563,0.2049077,0.04876971,0.05201475
0.0111077,0,0,0,-0.3094314,1.42679,0.0819739,0.1935564,1.421676,0.1481473,0.1659182,1.415785,-0.002567984,0,0,0,-0.2303478,1.392507,0.00293427,-0.211408,0.518481,0.007507361,0.1093234,0.4931245,0.05681446,-0.29045,0.05191731,-0.01656962,0.2052554,0.04913867,0.05170957
0.0116465,0,0,0,-0.3099152,1.423565,0.08229324,0.1911939,1.417918,0.1488121,0.1656,1.413385,-0.0009609163,0,0,0,-0.2306828,1.389782,0.004211817,-0.2137709,0.5196067,0.01297485,0.1114962,0.4934813,0.06168162,-0.2904427,0.0520612,-0.01670388,0.2056115,0.0493753,0.05156468
0.0107382,0,0,0,-0.3109543,1.41925,0.0831781,0.1967886,1.413562,0.1555494,0.1651072,1.410788,0.0008206144,0,0,0,-0.2308391,1.386347,0.005480904,-0.2170292,0.5193604,0.01777468,0.1139594,0.494078,0.06653614,-0.2903768,0.0521158,-0.01661954,0.2060084,0.04934585,0.0515209
0.0113951,0,0,0,-0.3115045,1.415356,0.08379196,0.1949052,1.408604,0.1563806,0.1646345,1.407194,0.002424471,0,0,0,-0.2324449,1.383812,0.006775592,-0.2195373,0.5195092,0.02328398,0.1169211,0.4943829,0.07236446,-0.2902604,0.052019,-0.01629919,0.2059202,0.04946244,0.05146132
0.0133277,0,0,0,-0.3121511,1.410064,0.08476653,0.198238,1.406398,0.1577451,0.1643659,1.403998,0.004430778,0,0,0,-0.2328301,1.379132,0.008182336,-0.2227843,0.518581,0.02803082,0.1201046,0.4945418,0.07802331,-0.2901354,0.05184019,-0.01603436,0.2059239,0.04931068,0.0519265
0.0084348,0,0,0,-0.312704,1.404665,0.08553242,0.1967478,1.400429,0.1582366,0.1638604,1.399515,0.005928546,0,0,0,-0.2328434,1.373739,0.009301953,-0.225718,0.5182012,0.03253359,0.1228512,0.4946465,0.08324612,-0.2901543,0.05180228,-0.01620371,0.2061175,0.04908359,0.05177657
0.0111597,0,0,0,-0.3137472,1.398616,0.08640464,0.1946928,1.39415,0.1587726,0.1629358,1.394364,0.007140666,0,0,0,-0.2331772,1.368321,0.01058793,-0.2293065,0.5175856,0.03733147,0.1258747,0.4946191,0.0892724,-0.2903419,0.05192614,-0.01643817,0.2062551,0.04934824,0.05139294
0.0112703,0,0,0,-0.3143499,1.392083,0.08739322,0.1932462,1.387695,0.1592447,0.1617543,1.388092,0.008451506,0,0,0,-0.2332526,1.361758,0.01206236,-0.2328336,0.5171218,0.04181904,0.1287488,0.4940012,0.09549206,-0.290486,0.05178475,-0.0164172,0.2062102,0.04903734,0.05163708
0.0114208,0,0,0,-0.3147331,1.384802,0.08887335,0.1948974,1.384277,0.1617011,0.1600613,1.38077,0.009717792,0,0,0,-0.2339405,1.355336,0.01298586,-0.2360846,0.5164373,0.04628879,0.131057,0.4927413,0.101581,-0.2905645,0.05178547,-0.01645208,0.2061325,0.04867625,0.05193302
0.0104612,0,0,0,-0.3147377,1.376822,0.09005804,0.1807573,1.373933,0.1544732,0.156944,1.373658,0.01025976,0,0,0,-0.2342083,1.348139,0.01417936,-0.2393885,0.5152756,0.05049788,0.1335084,0.491142,0.1070743,-0.2906938,0.05179656,-0.01649893,0.2060314,0.0486517,0.05171026
0.0115649,0,0,0,-0.3152224,1.368915,0.09123791,0.1788531,1.365654,0.154627,0.1563153,1.36657,0.01168694,0,0,0,-0.2343224,1.339938,0.01546356,-0.2433494,0.5138781,0.05456747,0.1357471,0.4896625,0.1130731,-0.2907455,0.05163801,-0.01640802,0.2060181,0.04819787,0.05195286
0.0110442,0,0,0,-0.3152587,1.359446,0.09210079,0.1778566,1.356356,0.1588308,0.1565256,1.360085,0.01333862,0,0,0,-0.2345179,1.33213,0.01665448,-0.2472932,0.5132339,0.05884407,0.1372023,0.4879841,0.1180309,-0.2907716,0.05163276,-0.01647592,0.2057442,0.04824555,0.05190107
0.010843,0,0,0,-0.3155627,1.35072,0.09368663,0.1763242,1.347274,0.1597276,0.1559734,1.352111,0.01490059,0,0,0,-0.2353926,1.325161,0.01773985,-0.2515185,0.5119179,0.06280202,0.1387836,0.4868972,0.1241409,-0.2909961,0.05153549,-0.01651379,0.2053284,0.0481807,0.05218609
0.0112134,0,0,0,-0.3164357,1.341824,0.09547152,0.1797404,1.338845,0.1658032,0.1555931,1.344357,0.01747788,0,0,0,-0.235627,1.316558,0.0189732,-0.2554348,0.5100528,0.06694867,0.1400934,0.4859738,0.1283657,-0.2910064,0.05143344,-0.01659388,0.2053357,0.04785264,0.05237396
0.0112799,0,0,0,-0.3171142,1.332378,0.09753398,0.1788142,1.328934,0.1674317,0.1549065,1.336101,0.01930674,0,0,0,-0.2356064,1.30802,0.02057203,-0.2594368,0.5082272,0.07067522,0.141671,0.4845586,0.1338992,-0.2911292,0.05133986,-0.01655094,0.2055654,0.0477891,0.05202214
0.0108693,0,0,0,-0.3180814,1.322547,0.09961697,0.1651997,1.312921,0.1608019,0.1521336,1.324696,0.01942181,0,0,0,-0.2361383,1.29873,0.02200311,-0.2633434,0.5066924,0.07469078,0.1440203,0.4823412,0.1392981,-0.2909552,0.05115342,-0.01651609,0.2054532,0.04759347,0.05238478
0.0109906,0,0,0,-0.3191602,1.313037,0.1015845,0.1637133,1.302668,0.1618536,0.1513804,1.315825,0.02116618,0,0,0,-0.2365758,1.289697,0.02339475,-0.2664455,0.5054781,0.07804441,0.1459154,0.4805156,0.1443819,-0.2910149,0.05105805,-0.01653368,0.2051378,0.04707193,0.0526043
0.0116646,0,0,0,-0.3203442,1.302933,0.1034438,0.1693607,1.292768,0.1671597,0.1509588,1.305345,0.0236471,0,0,0,-0.2369745,1.279679,0.02484531,-0.2697359,0.5039402,0.08171653,0.1477939,0.4786808,0.150912,-0.2908889,0.05087018,-0.01644979,0.2049935,0.04686153,0.0525969
0.0104989,0,0,0,-0.3214988,1.292536,0.1054974,0.1608133,1.276341,0.1630211,0.1507029,1.295788,0.02566096,0,0,0,-0.237235,1.270135,0.02616216,-0.272392,0.5023425,0.08514609,0.1498212,0.4770566,0.1557315,-0.2907464,0.0507592,-0.01634932,0.2049478,0.04669249,0.0527798
0.0112065,0,0,0,-0.3226511,1.282376,0.1072391,0.1596609,1.264496,0.1641933,0.1500515,1.285719,0.02726243,0,0,0,-0.2374853,1.260016,0.027573,-0.2744961,0.5009731,0.08861331,0.1510659,0.4746021,0.1606048,-0.2905739,0.05075753,-0.01623731,0.2048771,0.04660892,0.05292575
0.0111708,0,0,0,-0.32389,1.271802,0.1089963,0.1566384,1.249744,0.1664318,0.1458117,1.273653,0.02638356,0,0,0,-0.2377458,1.249974,0.0289764,-0.2765394,0.4989433,0.0919806,0.1524766,0.4731343,0.1647213,-0.290473,0.05069637,-0.01615235,0.204401,0.04664481,0.05306027
0.0108571,0,0,0,-0.3249959,1.260928,0.110669,0.1552384,1.237334,0.1680444,0.1452137,1.263315,0.02761453,0,0,0,-0.2391336,1.239165,0.02995815,-0.2783587,0.4971763,0.09559946,0.1540077,0.4716105,0.168542,-0.2902057,0.05072808,-0.01606482,0.2042927,0.04682148,0.05325111
0.0113087,0,0,0,-0.3260269,1.250307,0.1121322,0.159927,1.227926,0.1727616,0.1458299,1.25339,0.02880736,0,0,0,-0.2393622,1.228678,0.03133887,-0.2799999,0.4952378,0.09923222,0.1549518,0.470259,0.1721128,-0.2901093,0.0506835,-0.0159543,0.204128,0.04675734,0.05333383
0.0133195,0,0,0,-0.3269727,1.23954,0.1133559,0.1585703,1.215642,0.1747395,0.1452894,1.24313,0.03006525,0,0,0,-0.2378446,1.217327,0.03292153,-0.2820297,0.4926798,0.1025747,0.1562244,0.4683223,0.1760851,-0.2900616,0.05074561,-0.01583417,0.2039769,0.04686654,0.05348324
0.0089207,0,0,0,-0.3277633,1.229137,0.1148953,0.1656933,1.205174,0.1802299,0.1449118,1.232958,0.03275283,0,0,0,-0.2379675,1.206706,0.03433026,-0.2845932,0.4910096,0.1059839,0.1573619,0.466203,0.1797515,-0.2901086,0.05067682,-0.0158128,0.2038457,0.04664981,0.05363965
0.0109248,0,0,0,-0.3285283,1.219315,0.1159085,0.1647002,1.193191,0.1822602,0.1443458,1.222574,0.03435066,0,0,0,-0.2373582,1.195625,0.0356692,-0.2864757,0.489441,0.1085106,0.158666,0.4640234,0.1837524,-0.2899683,0.05062449,-0.01569263,0.2036042,0.04687452,0.0537165
0.0117801,0,0,0,-0.3298569,1.208993,0.1173672,0.1661455,1.183414,0.1851113,0.1443045,1.211784,0.03627104,0,0,0,-0.2375316,1.184892,0.03713046,-0.2893648,0.4872353,0.1114366,0.1597057,0.4622455,0.1871107,-0.289769,0.050529,-0.01565897,0.2035145,0.0468787,0.05373545
0.0103723,0,0,0,-0.3306655,1.198516,0.1183946,0.1719989,1.173646,0.1936897,0.1436921,1.201157,0.03796495,0,0,0,-0.2377161,1.17446,0.03857427,-0.2916092,0.4856837,0.1140206,0.1610201,0.4607806,0.1903396,-0.2895609,0.05070317,-0.01543627,0.2035647,0.04681444,0.05407569
0.0112299,0,0,0,-0.3322999,1.188737,0.1193585,0.1709099,1.161369,0.1952376,0.1445944,1.191748,0.04141309,0,0,0,-0.2386373,1.163076,0.03959092,-0.2941758,0.4839697,0.1162603,0.1625552,0.4596881,0.1929378,-0.2893448,0.05077159,-0.0152356,0.2037471,0.04680228,0.05389724
0.0116797,0,0,0,-0.3327377,1.178133,0.1202432,0.1771762,1.153608,0.2019257,0.1458393,1.181594,0.04359987,0,0,0,-0.2388027,1.15202,0.04112465,-0.2955413,0.482952,0.1183423,0.1642407,0.4586238,0.1962594,-0.2892416,0.05071926,-0.01512112,0.2036924,0.0469234,0.05408328
0.0106124,0,0,0,-0.3325806,1.167425,0.1209024,0.1763541,1.141322,0.2030443,0.1479686,1.171985,0.04676221,0,0,0,-0.2388679,1.141267,0.04270659,-0.2973382,0.480931,0.1202963,0.1662899,0.4579474,0.1989112,-0.2891473,0.05068672,-0.01513348,0.2038055,0.04681969,0.05408203
0.0111467,0,0,0,-0.3327826,1.156687,0.1217205,0.17984,1.134989,0.2043399,0.1477507,1.160886,0.04868018,0,0,0,-0.2388233,1.130059,0.04421866,-0.2986929,0.4795766,0.1227229,0.1680023,0.4567699,0.2014388,-0.2891158,0.05077207,-0.01512992,0.2036573,0.04696441,0.05407671
0.0110888,0,0,0,-0.3329477,1.145917,0.1228875,0.1793426,1.123126,0.2052146,0.1475881,1.15013,0.05052631,0,0,0,-0.2390345,1.119347,0.04574681,-0.3009804,0.4777775,0.1247634,0.1695305,0.4558958,0.2036638,-0.2890589,0.05073941,-0.01504784,0.2036317,0.04701221,0.05413494
0.0111447,0,0,0,-0.3332567,1.13532,0.1238543,0.1866248,1.118188,0.2065586,0.1459698,1.138592,0.0524581,0,0,0,-0.2378012,1.107173,0.04775752,-0.3029445,0.4762779,0.1267324,0.1699751,0.4548315,0.2054971,-0.2889742,0.05072927,-0.01491382,0.2034094,0.04694426,0.05429124
0.0118122,0,0,0,-0.3332382,1.124156,0.1248759,0.1865558,1.106821,0.2078214,0.1456596,1.127829,0.05446868,0,0,0,-0.2378129,1.096457,0.04925038,-0.3046063,0.4748639,0.1285421,0.170558,0.4543033,0.2076477,-0.2889801,0.05055177,-0.01490358,0.2033668,0.04700351,0.05427888
0.0104122,0,0,0,-0.3338082,1.113693,0.1259438,0.1876255,1.098447,0.2093579,0.14523,1.116975,0.05658674,0,0,0,-0.2374982,1.084889,0.05085342,-0.3062108,0.4733498,0.130282,0.1697991,0.4524435,0.2095213,-0.2890398,0.0504446,-0.01484675,0.2031792,0.04701459,0.05437491
0.0112356,0,0,0,-0.3342906,1.103252,0.1271549,0.1917441,1.094656,0.2138562,0.1475094,1.106508,0.05923266,0,0,0,-0.2379422,1.073687,0.05262846,-0.3078685,0.4717476,0.1320264,0.1702698,0.4514123,0.2113274,-0.2889138,0.05036402,-0.01474023,0.2030358,0.04704034,0.05442508
0.0108145,0,0,0,-0.3347159,1.092219,0.1285548,0.1918841,1.08422,0.2158215,0.1514732,1.100715,0.06402836,0,0,0,-0.237699,1.061943,0.05426894,-0.3088015,0.4702623,0.133734,0.170659,0.4507173,0.2129406,-0.2888518,0.05030084,-0.01473495,0.2030463,0.04706228,0.05460549
0.0116623,0,0,0,-0.3354118,1.08151,0.1298147,0.1918285,1.07451,0.2166212,0.151776,1.089982,0.06570739,0,0,0,-0.2379928,1.050624,0.05626855,-0.309198,0.4687233,0.1350441,0.1713274,0.4500585,0.2138712,-0.2887441,0.05024457,-0.01466519,0.2032095,0.04709291,0.0547234
0.0106062,0,0,0,-0.3357581,1.070299,0.1313696,0.1919003,1.064308,0.2183977,0.1517405,1.080331,0.06698375,0,0,0,-0.2381656,1.039957,0.05812059,-0.3097602,0.467261,0.1362809,0.171532,0.44938,0.214818,-0.2887036,0.05007756,-0.01461225,0.2031683,0.04712212,0.05477974
0.011267,0,0,0,-0.3364941,1.059539,0.1327256,0.1936111,1.057129,0.2219273,0.1516029,1.070347,0.06900821,0,0,0,-0.237381,1.027574,0.06003702,-0.3101492,0.4659114,0.1377428,0.171848,0.4485862,0.2160023,-0.2887039,0.05009317,-0.01451875,0.2029577,0.04722786,0.05483136
0.0110307,0,0,0,-0.336903,1.048412,0.1343405,0.1937333,1.047061,0.2235253,0.1501576,1.060478,0.07004914,0,0,0,-0.2373897,1.016648,0.06175488,-0.3105907,0.4643432,0.1390845,0.1716238,0.4474045,0.2169588,-0.2887676,0.04994035,-0.01450759,0.2029315,0.04733586,0.05476063
0.0129441,0,0,0,-0.3374953,1.038084,0.1359262,0.1956674,1.038371,0.2273752,0.1499286,1.050627,0.07161319,0,0,0,-0.2374662,1.004808,0.06318779,-0.3109436,0.4628953,0.1406703,0.1720894,0.4465125,0.2179836,-0.2887087,0.04985261,-0.01439107,0.2029207,0.04738426,0.05484004
0.0095513,0,0,0,-0.3374202,1.027708,0.1376937,0.1959645,1.02867,0.228887,0.1485649,1.040419,0.07301374,0,0,0,-0.2376417,0.9940216,0.06471509,-0.3113071,0.4613805,0.1420012,0.1722913,0.4454863,0.2188248,-0.2887346,0.04970574,-0.01427269,0.2028754,0.04731297,0.05497311
0.011082,0,0,0,-0.3377665,1.018123,0.1392905,0.1965371,1.020569,0.2298783,0.1483638,1.030958,0.07428745,0,0,0,-0.2383388,0.9838919,0.06631074,-0.3117431,0.459859,0.1434759,0.1727687,0.4444758,0.219842,-0.2886868,0.04967976,-0.01414196,0.2029163,0.04737103,0.05505672
0.0109546,0,0,0,-0.3372838,1.009535,0.1411458,0.1969059,1.012053,0.2309659,0.1475934,1.020654,0.07554239,0,0,0,-0.2387128,0.9735044,0.06788179,-0.3118898,0.4581618,0.1447701,0.1728515,0.4431807,0.2205353,-0.2886226,0.04962218,-0.01408523,0.2020032,0.04556441,0.054863
0.0109219,0,0,0,-0.3374197,1.000419,0.1426216,0.1972653,1.003472,0.2318347,0.1473642,1.01128,0.07673652,0,0,0,-0.2385188,0.9629584,0.06998053,-0.3116374,0.4568752,0.1460112,0.1730528,0.4417157,0.2212356,-0.2886006,0.04961312,-0.01406885,0.2019256,0.04550171,0.05488728
0.0114202,0,0,0,-0.3369092,0.9931363,0.1436665,0.197156,0.9953952,0.2332219,0.1466325,1.002436,0.07819965,0,0,0,-0.2387487,0.9530487,0.0717072,-0.3101503,0.4544058,0.1473749,0.1734535,0.4408491,0.2218975,-0.2885194,0.04955137,-0.01394393,0.2020004,0.04541564,0.05487163
0.0108486,0,0,0,-0.3363211,0.9847878,0.1446026,0.1974975,0.9874734,0.2334229,0.145559,0.9929362,0.07876342,0,0,0,-0.2380548,0.9423675,0.07389637,-0.3092686,0.4531102,0.1486784,0.1735267,0.4396226,0.2223545,-0.2884228,0.04952252,-0.01380548,0.2020671,0.04531109,0.05484857
0.0109349,0,0,0,-0.3351849,0.977473,0.1447285,0.1963236,0.9772857,0.2336506,0.1452612,0.9839917,0.07982223,0,0,0,-0.2380715,0.9325926,0.07553815,-0.3087597,0.4521159,0.1495628,0.173263,0.4387622,0.2228124,-0.288341,0.04947221,-0.01368875,0.2021376,0.04527104,0.0549766
0.0113617,0,0,0,-0.3338714,0.9698124,0.1446708,0.1967627,0.9692261,0.2336359,0.145013,0.9748173,0.08107153,0,0,0,-0.2371602,0.9212398,0.07723536,-0.3081757,0.4507822,0.1504827,0.1733637,0.437928,0.2230926,-0.2882353,0.04946923,-0.01359226,0.2021759,0.04518867,0.05499916
0.0107375,0,0,0,-0.3324031,0.9621786,0.1436172,0.1972513,0.9614002,0.2345024,0.1449057,0.9664397,0.08201779,0,0,0,-0.2371961,0.9116459,0.07865854,-0.307974,0.4496517,0.151199,0.1728062,0.437349,0.2229824,-0.2882609,0.04941666,-0.01356535,0.2021599,0.04490352,0.05491283
0.0114873,0,0,0,-0.331117,0.9537107,0.1429708,0.197917,0.9533991,0.2346433,0.1446083,0.9570915,0.08427966,0,0,0,-0.2362585,0.9006376,0.08007401,-0.3075898,0.4484023,0.1521071,0.1729071,0.4363455,0.2229325,-0.2881531,0.04944158,-0.01354912,0.2020198,0.04480946,0.05490755
0.0114475,0,0,0,-0.3295084,0.9458168,0.141234,0.1989548,0.9458646,0.2347628,0.1443616,0.9485111,0.08541778,0,0,0,-0.2359971,0.8905284,0.08160236,-0.3076425,0.4476641,0.1527582,0.17298,0.4355062,0.2231373,-0.2881764,0.04940605,-0.0134965,0.2017102,0.04479563,0.05482679
0.0109659,0,0,0,-0.3280606,0.9379944,0.1396036,0.1999814,0.938401,0.2350653,0.1437219,0.9403096,0.08647154,0,0,0,-0.2360014,0.8809197,0.08293838,-0.307157,0.4467634,0.1533719,0.1732772,0.4348665,0.2231156,-0.2879171,0.04940403,-0.01329083,0.2017938,0.04476714,0.05490019
0.0109815,0,0,0,-0.327007,0.9304775,0.1380837,0.1987149,0.9297225,0.2349074,0.1434638,0.9324417,0.08763691,0,0,0,-0.2354492,0.8713487,0.08439431,-0.3070036,0.44585,0.1534655,0.1731907,0.4340178,0.2231525,-0.2877429,0.04940641,-0.01319468,0.2016751,0.04470468,0.05484557
0.010888,0,0,0,-0.3259503,0.9232145,0.1371564,0.198894,0.923346,0.2354259,0.1432135,0.9252983,0.0884491,0,0,0,-0.2354711,0.8626808,0.08567255,-0.3068455,0.4448597,0.1536805,0.1730153,0.4329531,0.2229077,-0.2877463,0.0493629,-0.01318752,0.2016529,0.04449439,0.05490405
0.011206,0,0,0,-0.3252447,0.9164302,0.13625,0.2001011,0.9175952,0.2364064,0.1429628,0.917681,0.08932263,0,0,0,-0.2351132,0.853217,0.08713249,-0.3064801,0.4440742,0.1538169,0.1731229,0.4324661,0.222813,-0.2876135,0.04932451,-0.01312589,0.201567,0.04441118,0.05489051
0.0109115,0,0,0,-0.3246605,0.9096224,0.1359389,0.199323,0.9094936,0.236333,0.1431039,0.9110987,0.09063113,0,0,0,-0.2352691,0.8453866,0.08830191,-0.3064687,0.44312,0.1538168,0.172805,0.4317583,0.2228107,-0.2875538,0.04921913,-0.01301723,0.2013466,0.04444718,0.05491299
0.011537,0,0,0,-0.3240634,0.9023153,0.1354963,0.2001938,0.9044207,0.2371026,0.1428973,0.9040297,0.09136985,0,0,0,-0.2348903,0.8362629,0.08968435,-0.3065059,0.44234,0.1538197,0.1728809,0.4310758,0.2223877,-0.2873432,0.04919302,-0.01290905,0.2011982,0.04433954,0.0549083
0.0129155,0,0,0,-0.3243173,0.8963431,0.1359212,0.2002818,0.8982369,0.238483,0.1422182,0.8980457,0.09220029,0,0,0,-0.2349908,0.8289033,0.09073425,-0.3065856,0.4415169,0.1537055,0.1727168,0.4304876,0.222322,-0.2874543,0.04978704,-0.01284505,0.201052,0.04424608,0.0548711
0.009199,0,0,0,-0.3246342,0.8906402,0.1360129,0.2008253,0.8933229,0.2388892,0.1419815,0.8915685,0.09286729,0,0,0,-0.2346517,0.8205918,0.09185577,-0.3066327,0.4405979,0.1534555,0.1728459,0.4301299,0.2221955,-0.2873229,0.04983532,-0.01281911,0.2009611,0.04424846,0.05510902
0.0110129,0,0,0,-0.3248329,0.8847277,0.1362986,0.2003732,0.8879392,0.2389406,0.1415406,0.8859153,0.09386052,0,0,0,-0.2341158,0.8132721,0.09293993,-0.3067092,0.4398047,0.1533328,0.1728086,0.4295546,0.2222234,-0.2871848,0.04978311,-0.01278313,0.2009175,0.04413497,0.05509533
0.0109708,0,0,0,-0.3259444,0.8804969,0.1368171,0.2003847,0.8833506,0.2389047,0.1410598,0.8812769,0.09409224,0,0,0,-0.234015,0.8074361,0.09361379,-0.3065884,0.4389253,0.1533756,0.172941,0.4290181,0.2221403,-0.2870344,0.04972982,-0.01267885,0.2009708,0.0439918,0.05502945
0.01088,0,0,0,-0.3265455,0.8751493,0.1371711,0.2003134,0.8809556,0.23896,0.1410884,0.8775998,0.09432391,0,0,0,-0.2333438,0.8007127,0.09457973,-0.3066831,0.4383105,0.1532723,0.1733013,0.4284004,0.2221542,-0.2870042,0.04962718,-0.01261341,0.2008939,0.04391325,0.05505054
