Head.x,Head.y,Head.z,LeftHand.x,LeftHand.y,LeftHand.z,RightHand.x,RightHand.y,RightHand.z,LeftShoulder.x,LeftShoulder.y,LeftShoulder.z,RightShoulder.x,RightShoulder.y,RightShoulder.z,Waist.x,Waist.y,Waist.z,LeftKnee.x,LeftKnee.y,LeftKnee.z,RightKnee.x,RightKnee.y,RightKnee.z,LeftFoot.x,LeftFoot.y,LeftFoot.z,RightFoot.x,RightFoot.y,RightFoot.z
0.0112437,0,0,0,-0.3464386,1.005293,0.1571975,0.1813557,0.9962329,0.2602852,0.164388,1.005782,0.09657355,0,0,0,-0.2238553,0.9646944,0.05602576,-0.3071876,0.4499588,0.1650754,0.1580006,0.4289826,0.2512239,-0.2869037,0.05020857,-0.013475,0.1960841,0.04521358,0.05748201
0.0109954,0,0,0,-0.3460312,0.9978524,0.1591789,0.1816304,0.9884743,0.2607115,0.163635,0.998292,0.09710566,0,0,0,-0.2228349,0.956194,0.05825745,-0.3066916,0.4491911,0.1656532,0.1551117,0.4229412,0.2493409,-0.2868049,0.05017209,-0.01339985,0.1958283,0.04497993,0.05752377
0.011148,0,0,0,-0.3455885,0.9910054,0.1612515,0.1827443,0.9819761,0.2614895,0.164202,0.9919692,0.09803201,0,0,0,-0.2225112,0.9488654,0.05992665,-0.3057194,0.4487762,0.1660352,0.1522712,0.4212037,0.2486511,-0.2864439,0.05027878,-0.01308655,0.1957327,0.04489779,0.05750227
0.0110724,0,0,0,-0.3451936,0.9841859,0.1632542,0.183417,0.9752156,0.2617761,0.1645685,0.9864248,0.09883892,0,0,0,-0.2217301,0.9416072,0.0620261,-0.3044186,0.4481705,0.1662981,0.1518696,0.4237999,0.2437365,-0.2861684,0.05031204,-0.01295805,0.1956497,0.04486656,0.05735958
0.0114557,0,0,0,-0.3447295,0.9773505,0.1651872,0.1845291,0.9691319,0.2624075,0.1650372,0.9807581,0.09975035,0,0,0,-0.2213318,0.9345479,0.06364504,-0.3033175,0.4474978,0.1664961,0.1517933,0.4235733,0.2432619,-0.2858292,0.05031323,-0.01281013,0.1956161,0.04479218,0.05734459
0.01286,0,0,0,-0.3442617,0.9712024,0.1667127,0.1848393,0.9626707,0.2630677,0.1655646,0.9747545,0.1006842,0,0,0,-0.221422,0.9272319,0.06528196,-0.3023184,0.4467119,0.1666043,0.1537098,0.4213599,0.2441287,-0.2857005,0.05030167,-0.01281628,0.195608,0.0447737,0.05733013
0.0091655,0,0,0,-0.343674,0.964949,0.1683656,0.1853498,0.9566925,0.2632512,0.1634733,0.9680208,0.10108,0,0,0,-0.2212133,0.9207318,0.06668272,-0.3016654,0.4466233,0.1669462,0.1542858,0.421486,0.2444741,-0.2855383,0.0503068,-0.0127251,0.195712,0.04480815,0.05742402
0.0109183,0,0,0,-0.3431206,0.9586149,0.1697142,0.1862933,0.9514778,0.2637292,0.1637297,0.9625019,0.101988,0,0,0,-0.2209355,0.9140499,0.06817976,-0.3008925,0.4459845,0.1671479,0.1541799,0.4217116,0.2434014,-0.2854738,0.05026734,-0.01262261,0.195674,0.04476798,0.05742589
0.0111792,0,0,0,-0.3425993,0.9524342,0.1713159,0.1863511,0.945174,0.2640015,0.1623558,0.9547526,0.1016992,0,0,0,-0.2208722,0.9075318,0.06996629,-0.2999131,0.4456452,0.1673437,0.1542769,0.4216309,0.2428678,-0.2853224,0.0502671,-0.01253986,0.195715,0.04463935,0.05727557
0.011922,0,0,0,-0.3418207,0.9460607,0.1727093,0.1873327,0.9401438,0.2644069,0.1625794,0.9495278,0.1024903,0,0,0,-0.2207848,0.9013574,0.0713966,-0.2989201,0.4451116,0.1670302,0.1545509,0.4216175,0.2424016,-0.2854187,0.05017447,-0.01270811,0.1957051,0.04457045,0.05721324
0.0105601,0,0,0,-0.3412178,0.9399503,0.1741906,0.1873146,0.934162,0.26452,0.15741,0.9377637,0.1014329,0,0,0,-0.2201052,0.8940457,0.07293787,-0.2980325,0.4446523,0.167047,0.1547392,0.421545,0.2418322,-0.2853938,0.05017328,-0.01260156,0.1956995,0.04431891,0.05713329
0.010971,0,0,0,-0.3407702,0.9344702,0.1757606,0.1881952,0.9295464,0.264909,0.1574786,0.9327344,0.1022269,0,0,0,-0.2199956,0.8881178,0.07433685,-0.2974902,0.4441803,0.1670687,0.1550295,0.4206426,0.2416578,-0.2852415,0.05019271,-0.01256949,0.1957769,0.04424322,0.05705418
0.0112632,0,0,0,-0.3404761,0.9290515,0.1771538,0.1889121,0.9251594,0.2652838,0.1569658,0.9261985,0.1015908,0,0,0,-0.2194725,0.8812222,0.07589508,-0.2969003,0.4442551,0.1667915,0.1554314,0.4203795,0.2410352,-0.2853941,0.05030537,-0.01250417,0.1960911,0.04465234,0.05702061
0.0110735,0,0,0,-0.3401901,0.9242902,0.1787051,0.189596,0.9207271,0.2654696,0.15717,0.9216529,0.1022576,0,0,0,-0.2192181,0.8756698,0.07718778,-0.2963538,0.4441175,0.1664287,0.1558632,0.4197304,0.240376,-0.2853631,0.05028641,-0.01245502,0.1959885,0.04418445,0.05692814
0.011243,0,0,0,-0.3396798,0.9190447,0.1800524,0.190423,0.9168231,0.2657631,0.1573809,0.9174979,0.1027636,0,0,0,-0.2185519,0.8701657,0.07894374,-0.2958815,0.4437046,0.1659787,0.1561454,0.4196249,0.2399863,-0.2855107,0.05023479,-0.01236981,0.196065,0.04412758,0.05688632
0.0114479,0,0,0,-0.3393816,0.9141077,0.1815639,0.1906471,0.9123672,0.265931,0.1576412,0.9131047,0.1033475,0,0,0,-0.2180052,0.8642674,0.0803074,-0.2955938,0.4434714,0.1656506,0.156361,0.4194075,0.2392682,-0.2855428,0.05020154,-0.01235944,0.1958445,0.04379845,0.05684991
0.0103237,0,0,0,-0.3393142,0.9098366,0.1829093,0.1913554,0.9091901,0.2662692,0.1579964,0.9092622,0.1038466,0,0,0,-0.2177094,0.8594131,0.08146564,-0.2952054,0.4431047,0.1653992,0.1565407,0.4191539,0.2388011,-0.28562,0.05020821,-0.01238485,0.1957538,0.04373431,0.05683204
0.0112483,0,0,0,-0.3386791,0.9046306,0.1842499,0.1917682,0.9054483,0.2665063,0.1583336,0.9067845,0.1047634,0,0,0,-0.2193747,0.8576235,0.08271348,-0.2951593,0.442719,0.1648636,0.1567448,0.4189945,0.2384727,-0.2857178,0.05008709,-0.01234289,0.1956527,0.04335833,0.05686911
0.0109425,0,0,0,-0.3386527,0.9006861,0.1855998,0.1924165,0.902517,0.2669172,0.158706,0.9033432,0.1052299,0,0,0,-0.2190753,0.853336,0.08374754,-0.2951415,0.4426486,0.1643085,0.1571487,0.4189501,0.2382189,-0.2856066,0.05008137,-0.01221705,0.1956186,0.04325867,0.05686177
0.0113574,0,0,0,-0.33843,0.8962532,0.1869623,0.1923593,0.8988889,0.2671041,0.1583927,0.9002192,0.1057686,0,0,0,-0.2208642,0.8521585,0.0847761,-0.2946414,0.4421411,0.1637854,0.157307,0.4186252,0.2381735,-0.2857032,0.05024123,-0.0121305,0.1957512,0.04286885,0.05669121
0.0111963,0,0,0,-0.3385509,0.892943,0.1882465,0.1929176,0.8961049,0.2675036,0.158729,0.8971671,0.1062268,0,0,0,-0.220616,0.8485999,0.08565547,-0.2947052,0.4421003,0.1632434,0.1576012,0.4183064,0.2381045,-0.2857813,0.05026305,-0.01210522,0.1956833,0.04276204,0.05666298
0.0109186,0,0,0,-0.3385217,0.8895292,0.1895239,0.1928942,0.8935689,0.2677639,0.1589124,0.8947029,0.1065961,0,0,0,-0.2200348,0.8446071,0.08666394,-0.2947959,0.4423081,0.1626778,0.1577732,0.4178191,0.2375289,-0.2857823,0.05017984,-0.01212658,0.1957489,0.04286718,0.05674091
0.0109479,0,0,0,-0.3385209,0.8865892,0.1908243,0.1933451,0.8913472,0.2682031,0.1592808,0.8922901,0.1071028,0,0,0,-0.2197084,0.8418154,0.08728008,-0.2949955,0.4424276,0.1620362,0.1580115,0.4176003,0.2373976,-0.2857542,0.05004621,-0.01210989,0.1956645,0.0427053,0.05654143
0.0112789,0,0,0,-0.3384789,0.8850104,0.1919812,0.1930695,0.8889679,0.2683976,0.1603295,0.8912926,0.1075468,0,0,0,-0.2188737,0.8385783,0.08802693,-0.2951114,0.4423785,0.1615101,0.1582525,0.4174681,0.2369914,-0.2855765,0.05015087,-0.01213196,0.1955848,0.04258263,0.05659309
0.0134215,0,0,0,-0.3383372,0.8830058,0.1931458,0.1935285,0.8879796,0.2690269,0.161073,0.8906927,0.1080794,0,0,0,-0.2180042,0.8360628,0.08881018,-0.2952701,0.442505,0.1609223,0.1585079,0.4173779,0.2368308,-0.2855164,0.05000961,-0.01217501,0.1954824,0.04210639,0.05659561
0.0090729,0,0,0,-0.3380221,0.8816047,0.1940772,0.1934811,0.8868101,0.2695841,0.1615642,0.8900396,0.1085426,0,0,0,-0.2177593,0.8344018,0.08922728,-0.2953793,0.4427147,0.1604304,0.1589076,0.4171872,0.2367483,-0.2855124,0.05015683,-0.01227287,0.1954544,0.04198039,0.05657462
0.0108346,0,0,0,-0.3376936,0.8812397,0.1949953,0.1937979,0.8864276,0.2700701,0.16209,0.8894123,0.1090581,0,0,0,-0.2167735,0.8331105,0.09007563,-0.2951107,0.4431607,0.1597444,0.1592088,0.4169865,0.2367662,-0.2855059,0.05006504,-0.01220127,0.1956348,0.04215682,0.05656604
0.0109354,0,0,0,-0.3372424,0.8813497,0.1957116,0.1945241,0.8869306,0.2707752,0.1627427,0.890491,0.1095977,0,0,0,-0.2164097,0.8329228,0.09029499,-0.2951379,0.4436494,0.1591182,0.159599,0.4170103,0.2366564,-0.2854432,0.05004549,-0.01216345,0.1955474,0.04204381,0.05655669
0.0112568,0,0,0,-0.3367143,0.8816755,0.1963651,0.1949441,0.8875269,0.2713956,0.1633019,0.8909494,0.110113,0,0,0,-0.2154573,0.8324679,0.09051063,-0.2952619,0.4441807,0.158491,0.1600036,0.4174706,0.2367757,-0.2854117,0.05021214,-0.01222834,0.1955202,0.04180002,0.05650862
0.010984,0,0,0,-0.3362053,0.8825489,0.1970788,0.1956256,0.8886424,0.2721337,0.1639084,0.8924705,0.1105911,0,0,0,-0.214998,0.8335965,0.09058432,-0.2952511,0.4446552,0.157982,0.1601642,0.4178085,0.2365741,-0.2854494,0.05020702,-0.01228306,0.1955685,0.04165161,0.05647266
0.0112298,0,0,0,-0.3359712,0.8850514,0.1975114,0.1958831,0.8906509,0.2728126,0.1630455,0.8946374,0.1105196,0,0,0,-0.214302,0.8350878,0.09085748,-0.2953438,0.4454918,0.1577024,0.1603692,0.4186035,0.2363984,-0.2855157,0.05022657,-0.01228179,0.1954611,0.04092193,0.05638866
0.0115304,0,0,0,-0.3352843,0.8880684,0.1979678,0.1965097,0.8930407,0.273629,0.163802,0.8974975,0.1109505,0,0,0,-0.2139594,0.837676,0.09087428,-0.2953064,0.4463408,0.1572259,0.1604083,0.4194241,0.2360547,-0.2854276,0.05000949,-0.01232256,0.1954747,0.0411247,0.0564897
0.0106108,0,0,0,-0.3347928,0.8912604,0.198309,0.1968828,0.8974306,0.274229,0.1643737,0.9007292,0.1113797,0,0,0,-0.2136462,0.8402967,0.09085882,-0.2951421,0.4470197,0.1567835,0.1606817,0.419772,0.2359959,-0.2852409,0.05000961,-0.01229734,0.1953757,0.04101431,0.056496
0.0112342,0,0,0,-0.3342987,0.8957509,0.1987778,0.1969044,0.9009413,0.2745775,0.1650124,0.9051113,0.1114377,0,0,0,-0.2132983,0.8440242,0.09083312,-0.2948844,0.4477584,0.1564381,0.1607144,0.4205958,0.2357939,-0.2854714,0.05028605,-0.01222213,0.1953403,0.04089534,0.056497
0.0110129,0,0,0,-0.3333184,0.8988631,0.1991685,0.1975415,0.9062489,0.2750973,0.1655536,0.9097998,0.1118167,0,0,0,-0.2124066,0.8486257,0.09114913,-0.294409,0.4487065,0.1562746,0.1607906,0.4213644,0.2352968,-0.2855789,0.05042851,-0.01244049,0.195324,0.04076898,0.056483
0.0110868,0,0,0,-0.3327351,0.9037951,0.1996386,0.1979983,0.9109448,0.2756484,0.1656292,0.914802,0.1119788,0,0,0,-0.2108411,0.8518237,0.09145746,-0.2941643,0.4493958,0.1561125,0.160892,0.4223167,0.2352088,-0.2858034,0.05033016,-0.01240881,0.1952993,0.04076576,0.05617712
0.0112541,0,0,0,-0.3320292,0.9103643,0.2002289,0.1979389,0.9170718,0.2759321,0.1661893,0.9208803,0.112163,0,0,0,-0.2105079,0.8579786,0.09128591,-0.2935542,0.4504474,0.1559297,0.161088,0.4233299,0.2349306,-0.2858167,0.05032182,-0.01238032,0.1953045,0.04066336,0.05615192
0.0110322,0,0,0,-0.3316011,0.916262,0.2009315,0.1983671,0.9244812,0.2763341,0.1651148,0.926052,0.1120532,0,0,0,-0.2092842,0.8633188,0.0915153,-0.2930887,0.4514991,0.155715,0.1612185,0.4245166,0.2345587,-0.2859626,0.05053842,-0.01262297,0.1955516,0.0407393,0.05614924
0.0115283,0,0,0,-0.3309479,0.9242655,0.2015529,0.1987686,0.9316437,0.2767006,0.1644107,0.9329079,0.1117086,0,0,0,-0.2089893,0.8708855,0.09133389,-0.2923865,0.4527621,0.1556432,0.1614597,0.4258494,0.2340854,-0.2861151,0.05066156,-0.01258181,0.1956108,0.04095984,0.05611791
0.0106332,0,0,0,-0.330673,0.9323211,0.2018287,0.1984501,0.9394214,0.2769804,0.1648657,0.93986,0.1118707,0,0,0,-0.2077401,0.876592,0.09162506,-0.2918752,0.4535345,0.1556318,0.1615061,0.4270941,0.2336963,-0.2861709,0.05087113,-0.0127264,0.1956407,0.04089665,0.05608645
0.0115336,0,0,0,-0.3301443,0.9415506,0.2022181,0.1980723,0.9479432,0.2768331,0.165413,0.9482856,0.1120825,0,0,0,-0.2073772,0.8853204,0.09137056,-0.291028,0.4548004,0.1554769,0.1616279,0.4284874,0.2331924,-0.2862935,0.05084991,-0.01290317,0.1956679,0.04081154,0.056022
0.0105485,0,0,0,-0.3295388,0.9507267,0.2023414,0.1980044,0.957335,0.276728,0.165126,0.9565205,0.1116019,0,0,0,-0.2067717,0.8936908,0.09144173,-0.2901935,0.4559782,0.1552256,0.1615998,0.4298071,0.2329498,-0.2862937,0.05088139,-0.01291942,0.1962011,0.04100752,0.05605869
0.0117044,0,0,0,-0.3289821,0.9603212,0.2025646,0.1979303,0.967051,0.2766523,0.1656206,0.9653596,0.1114314,0,0,0,-0.2063375,0.9038868,0.09128176,-0.2890899,0.4572604,0.1550705,0.1615539,0.4315481,0.232173,-0.2862778,0.05076635,-0.01290688,0.1963261,0.04110777,0.05609944
0.0124588,0,0,0,-0.3288552,0.9705862,0.2025171,0.1978438,0.9763186,0.2766308,0.1663242,0.974534,0.1115608,0,0,0,-0.2058069,0.912873,0.09103491,-0.2877681,0.4585917,0.1548429,0.1613513,0.4330252,0.2314537,-0.2862648,0.05080652,-0.01288523,0.1963013,0.04104245,0.05606247
0.0092229,0,0,0,-0.3284808,0.9815525,0.2023789,0.1971536,0.9861401,0.2765204,0.1650521,0.9835317,0.1110061,0,0,0,-0.2053056,0.9239308,0.09090334,-0.2865455,0.4598609,0.1548616,0.1608354,0.4343898,0.2306105,-0.2862364,0.05068672,-0.01292,0.1962138,0.0406996,0.05593313
0.0113253,0,0,0,-0.3278899,0.9924226,0.2022304,0.1968225,0.9966664,0.2766354,0.1657634,0.9937752,0.1110421,0,0,0,-0.2046019,0.9347723,0.09054387,-0.284714,0.4613222,0.1545582,0.1600688,0.4361072,0.2295778,-0.2861198,0.05070984,-0.01288134,0.1961622,0.04062021,0.05590624
0.0110848,0,0,0,-0.3269767,1.003937,0.2020738,0.1962109,1.006772,0.2765396,0.1669504,1.004687,0.111,0,0,0,-0.2040931,0.9459,0.09020604,-0.282765,0.4629253,0.1543409,0.159319,0.4377123,0.2285435,-0.2861154,0.05071735,-0.01285692,0.1959744,0.04088414,0.05588516
0.0111237,0,0,0,-0.3261696,1.016161,0.2016767,0.1957876,1.01763,0.2767094,0.16783,1.015835,0.1109058,0,0,0,-0.2033536,0.9580433,0.08965582,-0.2804711,0.4645275,0.1539349,0.1580148,0.4389929,0.2272421,-0.2860774,0.05075765,-0.01278775,0.1959131,0.0408144,0.05583548
0.0109639,0,0,0,-0.3252609,1.028454,0.2012197,0.1953574,1.028599,0.2768827,0.1684818,1.026679,0.1104424,0,0,0,-0.2036903,0.9707325,0.08894635,-0.2787057,0.4656507,0.1537282,0.1567628,0.4405863,0.2260429,-0.2858806,0.05049455,-0.01253207,0.1959501,0.04114532,0.05591105
0.0109835,0,0,0,-0.3243336,1.041063,0.2006953,0.1949506,1.039294,0.2768432,0.1692211,1.037401,0.1102717,0,0,0,-0.2030751,0.9827867,0.08838709,-0.2765873,0.4672358,0.1530501,0.1552443,0.4423884,0.2249493,-0.2858233,0.05051243,-0.01241402,0.1958072,0.04107761,0.05593146
0.0114012,0,0,0,-0.3232734,1.053249,0.2003757,0.1948649,1.050685,0.2768884,0.1699998,1.048457,0.1099852,0,0,0,-0.201616,0.9947293,0.08838516,-0.2748435,0.4689125,0.1523596,0.1537403,0.4442067,0.2234201,-0.2858111,0.05054092,-0.01236054,0.1957189,0.04104972,0.05593888
0.0108047,0,0,0,-0.3222734,1.066069,0.1997898,0.193557,1.061035,0.2768463,0.1712739,1.060484,0.1091302,0,0,0,-0.2011505,1.007172,0.08794034,-0.2733117,0.4705667,0.1512505,0.1521177,0.445973,0.2216429,-0.2858575,0.05053818,-0.01234621,0.1956605,0.04100811,0.05591866
0.0112928,0,0,0,-0.3215443,1.078861,0.1993776,0.1936288,1.072322,0.2768435,0.1719536,1.071754,0.1085926,0,0,0,-0.2011445,1.020868,0.08786277,-0.2721714,0.4722189,0.1494798,0.1504357,0.4471824,0.220075,-0.2858227,0.05046725,-0.0122534,0.1962335,0.04119372,0.05582359
0.0111314,0,0,0,-0.3204186,1.091909,0.1985971,0.1928372,1.08258,0.2764995,0.1720632,1.083897,0.1083077,0,0,0,-0.2007289,1.033183,0.08755191,-0.2701523,0.4733146,0.148535,0.1479988,0.4472294,0.2172351,-0.2857991,0.05056524,-0.01218902,0.1966467,0.04255664,0.05612967
0.0109036,0,0,0,-0.3192884,1.104396,0.1981153,0.192986,1.093809,0.2763273,0.172592,1.095362,0.1076666,0,0,0,-0.2026079,1.049027,0.08701618,-0.2694311,0.4749988,0.1463163,0.1466073,0.4485849,0.2149558,-0.2858837,0.05054939,-0.01219639,0.1966835,0.04255247,0.05608512
0.0114119,0,0,0,-0.318098,1.116728,0.1978631,0.1923128,1.104729,0.2760463,0.1731279,1.106785,0.1070355,0,0,0,-0.2042695,1.06421,0.08633382,-0.2679437,0.4764407,0.1447379,0.1461765,0.4522611,0.2140228,-0.2858098,0.05062461,-0.01222292,0.1968314,0.04253745,0.05615108
0.0109095,0,0,0,-0.3170654,1.128921,0.1976668,0.1925667,1.116153,0.2757273,0.1736261,1.118337,0.1063011,0,0,0,-0.2040325,1.076642,0.08605193,-0.2674011,0.4782038,0.1423723,0.1452115,0.4537932,0.2115075,-0.2859321,0.05062973,-0.01224846,0.1969466,0.04253995,0.05612535
0.0111511,0,0,0,-0.3162449,1.141826,0.1971549,0.1917968,1.126844,0.275198,0.1737167,1.130649,0.1051035,0,0,0,-0.2037583,1.088913,0.08573127,-0.266977,0.4800323,0.1402825,0.1440015,0.4566301,0.2094874,-0.285843,0.05068767,-0.01219586,0.1972265,0.04309654,0.05578488
0.0117928,0,0,0,-0.3154575,1.15376,0.1973216,0.1920733,1.138792,0.2747235,0.1736358,1.142196,0.1040288,0,0,0,-0.2036427,1.101173,0.08536313,-0.2667487,0.4817909,0.1374105,0.1431506,0.4582151,0.2068841,-0.2859659,0.0506748,-0.01227468,0.1976358,0.04413331,0.05616938
0.010482,0,0,0,-0.3149459,1.166579,0.1972268,0.1921478,1.150118,0.2741296,0.174012,1.153669,0.1029518,0,0,0,-0.2051109,1.115697,0.08433364,-0.2664611,0.4837812,0.1344343,0.1424606,0.4595675,0.204437,-0.2858954,0.05074298,-0.01244507,0.1977355,0.04416132,0.05612506
0.010828,0,0,0,-0.3142775,1.178425,0.1973979,0.1915988,1.160514,0.2724071,0.1743904,1.164945,0.1018481,0,0,0,-0.2050148,1.127814,0.08381955,-0.2660587,0.4856172,0.1318603,0.1417794,0.4610595,0.2019838,-0.2858807,0.05092466,-0.0126225,0.1991262,0.04769003,0.0569317
0.0111793,0,0,0,-0.3137249,1.19041,0.1975777,0.1916209,1.171631,0.2714523,0.1747422,1.176193,0.1005152,0,0,0,-0.2062117,1.141769,0.0831313,-0.2657812,0.4875298,0.1286866,0.1412745,0.4622505,0.1995717,-0.2859663,0.05093265,-0.0127082,0.1992341,0.04784656,0.05694461
0.0129954,0,0,0,-0.3133748,1.202825,0.1978192,0.1909083,1.181594,0.2704104,0.1750875,1.187324,0.09911598,0,0,0,-0.2062867,1.154888,0.08305729,-0.2655199,0.4900728,0.1253414,0.1401994,0.4638357,0.1969765,-0.2863054,0.05123854,-0.01286126,0.1991283,0.04723251,0.05666842
0.0091406,0,0,0,-0.3130012,1.214303,0.1981091,0.1901694,1.191783,0.2690223,0.1754249,1.198462,0.09776399,0,0,0,-0.2063948,1.166867,0.08238921,-0.2650028,0.4919881,0.1219771,0.1394519,0.4654157,0.1938593,-0.2864819,0.05126822,-0.01305825,0.1992822,0.04736841,0.05660206
0.0116904,0,0,0,-0.3124308,1.226434,0.1982054,0.1900458,1.202548,0.2678445,0.1756154,1.210411,0.09607603,0,0,0,-0.2053718,1.177855,0.0818763,-0.2648203,0.4940045,0.1186538,0.1389517,0.466813,0.1907994,-0.2866578,0.05127382,-0.01310996,0.1993714,0.04697371,0.05625653
0.0107465,0,0,0,-0.3120149,1.237541,0.198284,0.1898686,1.213071,0.2664945,0.1758133,1.2213,0.09462585,0,0,0,-0.2055272,1.189578,0.08106289,-0.2638441,0.4958454,0.1150987,0.1379996,0.4685975,0.1871165,-0.2867121,0.05130851,-0.01322181,0.199528,0.04704547,0.05615965
0.011038,0,0,0,-0.3115764,1.248901,0.1980178,0.1892417,1.22293,0.2653139,0.1767227,1.232996,0.0933999,0,0,0,-0.205698,1.200694,0.08019776,-0.2626296,0.4977,0.1117029,0.1371427,0.4702245,0.1837648,-0.2868237,0.05142045,-0.01337103,0.1996645,0.04671669,0.05616171
0.0110619,0,0,0,-0.3111095,1.259509,0.1976725,0.1887611,1.232992,0.2638451,0.1769069,1.244196,0.09154193,0,0,0,-0.205889,1.211699,0.07929109,-0.2611942,0.4995751,0.1082287,0.1361429,0.4720157,0.1806055,-0.2869059,0.05144727,-0.01341278,0.1996583,0.04675758,0.05597404
0.0110607,0,0,0,-0.3104456,1.269935,0.1975068,0.1885969,1.243005,0.2625881,0.1769943,1.254677,0.09005841,0,0,0,-0.2074544,1.22329,0.07771021,-0.2602742,0.5010834,0.1045397,0.1351731,0.4735489,0.1767731,-0.2870946,0.05126679,-0.01353457,0.1997258,0.04681098,0.05586207
0.0112517,0,0,0,-0.3099807,1.28088,0.1969756,0.1882938,1.253083,0.2612813,0.1769454,1.264637,0.08867782,0,0,0,-0.2077094,1.234011,0.07675711,-0.2587562,0.5028354,0.1010124,0.1337609,0.4753923,0.1726277,-0.2874368,0.05107009,-0.01357334,0.1997957,0.04688954,0.0558284
0.0109298,0,0,0,-0.3095362,1.290836,0.1963888,0.1882922,1.262869,0.260163,0.1769503,1.274665,0.08717053,0,0,0,-0.2333816,1.270932,0.0706477,-0.2570676,0.5043777,0.09747509,0.1321166,0.4769269,0.1687429,-0.2874958,0.05106246,-0.01358981,0.1996579,0.04671907,0.05591263
0.0112793,0,0,0,-0.3058828,1.298256,0.1974254,0.1879837,1.272499,0.2588238,0.1765509,1.284273,0.08554827,0,0,0,-0.2332166,1.279155,0.07123697,-0.2553267,0.5057739,0.09413453,0.1304922,0.478418,0.1652938,-0.2877592,0.05117118,-0.01370055,0.1996294,0.04671538,0.05573731
0.0110628,0,0,0,-0.3053965,1.307524,0.1969299,0.1881257,1.282059,0.2578853,0.1764216,1.293735,0.08399754,0,0,0,-0.2344233,1.289345,0.07041521,-0.253009,0.5071257,0.09049083,0.1288092,0.4798366,0.1612354,-0.2878278,0.0511874,-0.01373548,0.1996421,0.0467267,0.05570288
0.011312,0,0,0,-0.3051059,1.316823,0.1959821,0.1874995,1.291235,0.2566062,0.1734788,1.302266,0.08122148,0,0,0,-0.2309519,1.293371,0.07024767,-0.2513236,0.5084295,0.08658743,0.1271202,0.4810427,0.1575196,-0.2879377,0.05125856,-0.01383036,0.1997455,0.04681838,0.05547908
0.0109075,0,0,0,-0.3046826,1.32582,0.1955018,0.1878834,1.300388,0.2558856,0.1732307,1.31146,0.07964195,0,0,0,-0.2320099,1.302938,0.06942574,-0.2490334,0.5095397,0.0828734,0.1255977,0.4823086,0.1534019,-0.2880263,0.05128884,-0.01394418,0.1998033,0.04678869,0.0553871
0.011091,0,0,0,-0.3042589,1.334146,0.194774,0.1878158,1.309167,0.2550214,0.1735536,1.320161,0.07761151,0,0,0,-0.2313186,1.31004,0.06861331,-0.2479038,0.5127923,0.07922585,0.1233032,0.4821798,0.1485596,-0.2880054,0.05129087,-0.01417179,0.2000387,0.0464282,0.0554714
0.0109952,0,0,0,-0.3038609,1.342434,0.1942562,0.1878706,1.317765,0.254052,0.1726449,1.327392,0.07594077,0,0,0,-0.2299246,1.315622,0.06830603,-0.2458463,0.5139768,0.07548829,0.1219884,0.4832623,0.1444718,-0.2881337,0.0513041,-0.01418376,0.2000173,0.04641986,0.05549186
0.0110919,0,0,0,-0.3035233,1.349838,0.1938854,0.1872423,1.325661,0.252962,0.1723548,1.335462,0.07421071,0,0,0,-0.2308145,1.323725,0.06741686,-0.2438695,0.5150348,0.07212921,0.1209856,0.4842585,0.14051,-0.2883418,0.05127203,-0.01426978,0.2001111,0.04641616,0.05544402
0.0111516,0,0,0,-0.3047981,1.359723,0.1930836,0.1879546,1.33487,0.2512333,0.1717915,1.342288,0.07218746,0,0,0,-0.22957,1.330182,0.06698512,-0.2419221,0.5158664,0.06826264,0.1200888,0.4852259,0.1364013,-0.2884343,0.0510937,-0.01428945,0.2004705,0.04653001,0.05523374
0.0110419,0,0,0,-0.3050606,1.366429,0.1917604,0.1875841,1.342499,0.2498043,0.1714925,1.349463,0.07028865,0,0,0,-0.2304766,1.337466,0.06605356,-0.2401779,0.5167223,0.06444147,0.1193368,0.4862047,0.1328283,-0.2885983,0.05105019,-0.0143762,0.2006953,0.04655766,0.05509472
0.0112407,0,0,0,-0.3049424,1.37315,0.1913596,0.1889248,1.351201,0.249451,0.1712456,1.356725,0.0683344,0,0,0,-0.2289686,1.343082,0.06520987,-0.2385874,0.5179027,0.06062277,0.1183729,0.4865141,0.1290319,-0.2887284,0.05094349,-0.0142842,0.2009701,0.04645252,0.05521419
0.0142055,0,0,0,-0.3048187,1.379797,0.1907297,0.1888512,1.358243,0.2479661,0.1709344,1.363052,0.06632885,0,0,0,-0.2298313,1.349502,0.06421789,-0.2370433,0.5187538,0.05709228,0.1178313,0.4871256,0.125294,-0.2888566,0.05091441,-0.01434392,0.2011812,0.04641855,0.05525407
0.0079721,0,0,0,-0.3047874,1.386306,0.1897009,0.1883926,1.364719,0.246504,0.1693984,1.36802,0.06305454,0,0,0,-0.2306727,1.355952,0.06321921,-0.2383222,0.5175501,0.05114067,0.1175802,0.4885045,0.1218857,-0.2889677,0.05072832,-0.01433936,0.2011514,0.04636478,0.0552067
0.0113543,0,0,0,-0.3050613,1.391954,0.1890297,0.1882154,1.371394,0.2449974,0.1690517,1.373912,0.06101708,0,0,0,-0.2291313,1.360227,0.06243518,-0.2370582,0.5179305,0.04745411,0.1169048,0.4889182,0.1180033,-0.2889979,0.05070567,-0.01437175,0.2012381,0.046332,0.05508245
